time (s)	dominant Fap (N)	dominant Fvert (N)	dominant CPap (m)	non-dominant Fap (N)	non-dominant Fvert (N)	non-dominant CPap (m)
28.070000	0.326128	390.584461	0.211568	0.102106	390.584461	0.211568
28.080000	0.300209	391.117545	0.211642	0.167269	391.117545	0.211642
28.090000	0.248458	391.614729	0.211686	0.231697	391.614729	0.211686
28.100000	0.188068	392.080696	0.211720	0.287230	392.080696	0.211720
28.110000	0.139732	392.525131	0.211770	0.326560	392.525131	0.211770
28.120000	0.121756	392.953910	0.211858	0.342908	392.953910	0.211858
28.130000	0.144982	393.359558	0.211993	0.331211	393.359558	0.211993
28.140000	0.209807	393.715694	0.212169	0.289666	393.715694	0.212169
28.150000	0.305989	393.979975	0.212364	0.220229	393.979975	0.212364
28.160000	0.415261	394.107945	0.212548	0.127846	394.107945	0.212548
28.170000	0.516029	394.074918	0.212691	0.019503	394.074918	0.212691
28.180000	0.588842	393.896400	0.212774	-0.095848	393.896400	0.212774
28.190000	0.621001	393.634789	0.212797	-0.206870	393.634789	0.212797
28.200000	0.609044	393.385059	0.212777	-0.300529	393.385059	0.212777
28.210000	0.558615	393.243354	0.212737	-0.365044	393.243354	0.212737
28.220000	0.482263	393.272493	0.212705	-0.393965	393.272493	0.212705
28.230000	0.396312	393.480450	0.212697	-0.388443	393.480450	0.212697
28.240000	0.317985	393.820736	0.212722	-0.355477	393.820736	0.212722
28.250000	0.263235	394.212737	0.212776	-0.303089	394.212737	0.212776
28.260000	0.244842	394.572053	0.212853	-0.236292	394.572053	0.212853
28.270000	0.269929	394.838729	0.212939	-0.157463	394.838729	0.212939
28.280000	0.336860	394.993754	0.213023	-0.071205	394.993754	0.213023
28.290000	0.432933	395.058964	0.213093	0.010370	395.058964	0.213093
28.300000	0.535208	395.081361	0.213142	0.067184	395.081361	0.213142
28.310000	0.615928	395.108921	0.213165	0.077954	395.108921	0.213165
28.320000	0.651474	395.169240	0.213162	0.031355	395.169240	0.213162
28.330000	0.631194	395.261470	0.213133	-0.065045	395.261470	0.213133
28.340000	0.561823	395.364730	0.213083	-0.184463	395.364730	0.213083
28.350000	0.465103	395.455956	0.213019	-0.290958	395.455956	0.213019
28.360000	0.369583	395.524384	0.212949	-0.355190	395.524384	0.212949
28.370000	0.300351	395.573693	0.212884	-0.367201	395.573693	0.212884
28.380000	0.270983	395.613446	0.212830	-0.339001	395.613446	0.212830
28.390000	0.280476	395.649937	0.212789	-0.296010	395.649937	0.212789
28.400000	0.315442	395.685589	0.212761	-0.263015	395.685589	0.212761
28.410000	0.355984	395.726991	0.212746	-0.252691	395.726991	0.212746
28.420000	0.382866	395.793094	0.212747	-0.261938	395.793094	0.212747
28.430000	0.383757	395.914235	0.212769	-0.276111	395.914235	0.212769
28.440000	0.356900	396.119400	0.212817	-0.277545	396.119400	0.212817
28.450000	0.311202	396.417624	0.212893	-0.253865	396.417624	0.212893
28.460000	0.262550	396.783893	0.212989	-0.202809	396.783893	0.212989
28.470000	0.227324	397.158570	0.213091	-0.132373	397.158570	0.213091
28.480000	0.215396	397.463512	0.213177	-0.057102	397.463512	0.213177
28.490000	0.225713	397.630369	0.213230	0.007245	397.630369	0.213230
28.500000	0.246830	397.629853	0.213236	0.048267	397.629853	0.213236
28.510000	0.262415	397.488173	0.213196	0.059367	397.488173	0.213196
28.520000	0.258938	397.280830	0.213125	0.040187	397.280830	0.213125
28.530000	0.231544	397.104291	0.213043	-0.004073	397.104291	0.213043
28.540000	0.185337	397.037795	0.212971	-0.063963	397.037795	0.212971
28.550000	0.132074	397.113480	0.212920	-0.127833	397.113480	0.212920
28.560000	0.084511	397.308802	0.212891	-0.184626	397.308802	0.212891
28.570000	0.051261	397.563225	0.212876	-0.226604	397.563225	0.212876
28.580000	0.034247	397.808822	0.212866	-0.250679	397.808822	0.212866
28.590000	0.029511	397.998731	0.212855	-0.257790	397.998731	0.212855
28.600000	0.030830	398.120492	0.212844	-0.251024	398.120492	0.212844
28.610000	0.034326	398.190358	0.212837	-0.233900	398.190358	0.212837
28.620000	0.041526	398.234672	0.212838	-0.209557	398.234672	0.212838
28.630000	0.058795	398.270395	0.212850	-0.180678	398.270395	0.212850
28.640000	0.092857	398.296038	0.212872	-0.149642	398.296038	0.212872
28.650000	0.144642	398.297080	0.212899	-0.118889	398.297080	0.212899
28.660000	0.205224	398.260864	0.212927	-0.091511	398.260864	0.212927
28.670000	0.256870	398.190743	0.212946	-0.071526	398.190743	0.212946
28.680000	0.279348	398.110616	0.212952	-0.062982	398.110616	0.212952
28.690000	0.258390	398.057284	0.212936	-0.067882	398.057284	0.212936
28.700000	0.191920	398.064975	0.212897	-0.084198	398.064975	0.212897
28.710000	0.091100	398.150506	0.212834	-0.105468	398.150506	0.212834
28.720000	-0.023749	398.306915	0.212751	-0.122536	398.306915	0.212751
28.730000	-0.129990	398.508473	0.212658	-0.126897	398.508473	0.212658
28.740000	-0.209360	398.723369	0.212566	-0.114647	398.723369	0.212566
28.750000	-0.252461	398.926413	0.212489	-0.089827	398.926413	0.212489
28.760000	-0.260152	399.105347	0.212437	-0.065455	399.105347	0.212437
28.770000	-0.241816	399.259090	0.212418	-0.060466	399.259090	0.212418
28.780000	-0.211210	399.390825	0.212430	-0.092377	399.390825	0.212430
28.790000	-0.181292	399.500901	0.212464	-0.168438	399.500901	0.212464
28.800000	-0.159982	399.584265	0.212504	-0.280112	399.584265	0.212504
28.810000	-0.148550	399.635235	0.212535	-0.404618	399.635235	0.212535
28.820000	-0.143234	399.658387	0.212547	-0.513313	399.658387	0.212547
28.830000	-0.138976	399.679141	0.212542	-0.582529	399.679141	0.212542
28.840000	-0.133008	399.744869	0.212534	-0.601243	399.744869	0.212534
28.850000	-0.126209	399.910814	0.212547	-0.572303	399.910814	0.212547
28.860000	-0.121573	400.214400	0.212600	-0.508056	400.214400	0.212600
28.870000	-0.121039	400.650624	0.212705	-0.424092	400.650624	0.212705
28.880000	-0.122910	401.163256	0.212852	-0.334666	401.163256	0.212852
28.890000	-0.121670	401.659431	0.213022	-0.251005	401.659431	0.213022
28.900000	-0.110468	402.042997	0.213188	-0.181328	402.042997	0.213188
28.910000	-0.084926	402.251900	0.213333	-0.130814	402.251900	0.213333
28.920000	-0.046176	402.282447	0.213454	-0.100927	402.282447	0.213454
28.930000	-0.001314	402.189683	0.213557	-0.088741	402.189683	0.213557
28.940000	0.039269	402.064953	0.213653	-0.087220	402.064953	0.213653
28.950000	0.066606	402.002555	0.213745	-0.086877	402.002555	0.213745
28.960000	0.077648	402.071417	0.213827	-0.078709	402.071417	0.213827
28.970000	0.077009	402.302841	0.213889	-0.057859	402.302841	0.213889
28.980000	0.074676	402.694964	0.213925	-0.026695	402.694964	0.213925
28.990000	0.080596	403.225555	0.213939	0.004779	403.225555	0.213939
29.000000	0.099085	403.862344	0.213948	0.022843	403.862344	0.213948
29.010000	0.126418	404.565179	0.213971	0.017685	404.565179	0.213971
29.020000	0.153248	405.282815	0.214024	-0.008945	405.282815	0.214024
29.030000	0.170481	405.953276	0.214110	-0.041154	405.953276	0.214110
29.040000	0.175052	406.515686	0.214221	-0.054418	406.515686	0.214221
29.050000	0.172036	406.933124	0.214344	-0.027391	406.933124	0.214344
29.060000	0.171919	407.215403	0.214469	0.046269	407.215403	0.214469
29.070000	0.184793	407.426040	0.214594	0.153071	407.426040	0.214594
29.080000	0.214824	407.664138	0.214717	0.265083	407.664138	0.214717
29.090000	0.257747	408.026382	0.214838	0.352752	408.026382	0.214838
29.100000	0.302166	408.567215	0.214948	0.398173	408.567215	0.214948
29.110000	0.333666	409.277075	0.215033	0.401904	409.277075	0.215033
29.120000	0.339940	410.087981	0.215080	0.380409	410.087981	0.215080
29.130000	0.315176	410.900286	0.215087	0.356381	410.900286	0.215087
29.140000	0.262335	411.614633	0.215067	0.347635	411.614633	0.215067
29.150000	0.192602	412.155127	0.215046	0.360142	412.155127	0.215046
29.160000	0.122211	412.480207	0.215051	0.387819	412.480207	0.215051
29.170000	0.067795	412.587219	0.215098	0.417649	412.587219	0.215098
29.180000	0.041884	412.516764	0.215189	0.436343	412.516764	0.215189
29.190000	0.049903	412.354267	0.215315	0.435004	412.354267	0.215315
29.200000	0.089281	412.218625	0.215460	0.410698	412.218625	0.215460
29.210000	0.150657	412.231251	0.215615	0.366063	412.231251	0.215615
29.220000	0.220844	412.472951	0.215774	0.308488	412.472951	0.215774
29.230000	0.286932	412.949443	0.215930	0.249104	412.949443	0.215930
29.240000	0.340397	413.586599	0.216078	0.200773	413.586599	0.216078
29.250000	0.379646	414.261822	0.216207	0.174754	414.261822	0.216207
29.260000	0.409606	414.857993	0.216310	0.177156	414.857993	0.216310
29.270000	0.438144	415.314002	0.216389	0.206943	415.314002	0.216389
29.280000	0.470949	415.647714	0.216451	0.256352	415.647714	0.216451
29.290000	0.507647	415.941337	0.216511	0.313201	415.941337	0.216511
29.300000	0.541676	416.297576	0.216584	0.364006	416.297576	0.216584
29.310000	0.564406	416.788584	0.216678	0.397086	416.788584	0.216678
29.320000	0.571458	417.421970	0.216796	0.405132	417.421970	0.216796
29.330000	0.567598	418.138513	0.216932	0.386611	418.138513	0.216932
29.340000	0.567012	418.840360	0.217077	0.345470	418.840360	0.217077
29.350000	0.588042	419.434773	0.217222	0.289376	419.434773	0.217222
29.360000	0.644401	419.872989	0.217354	0.227684	419.872989	0.217354
29.370000	0.736967	420.167655	0.217461	0.170277	420.167655	0.217461
29.380000	0.850488	420.382881	0.217531	0.127314	420.382881	0.217531
29.390000	0.957437	420.603277	0.217556	0.108693	420.603277	0.217556
29.400000	1.027849	420.896959	0.217533	0.122181	420.896959	0.217533
29.410000	1.040902	421.288574	0.217473	0.170546	421.288574	0.217473
29.420000	0.992976	421.752038	0.217390	0.249415	421.752038	0.217390
29.430000	0.898610	422.223198	0.217301	0.347399	422.223198	0.217301
29.440000	0.784201	422.625024	0.217216	0.448544	422.625024	0.217216
29.450000	0.677647	422.894728	0.217133	0.535727	422.894728	0.217133
29.460000	0.598806	423.003085	0.217047	0.593790	423.003085	0.217047
29.470000	0.554788	422.960023	0.216949	0.612175	422.960023	0.216949
29.480000	0.541186	422.806144	0.216835	0.587322	422.806144	0.216835
29.490000	0.547273	422.595325	0.216709	0.524398	422.595325	0.216709
29.500000	0.561554	422.376387	0.216575	0.437029	422.376387	0.216575
29.510000	0.574955	422.180666	0.216439	0.344228	422.180666	0.216439
29.520000	0.581163	422.018027	0.216304	0.265157	422.018027	0.216304
29.530000	0.575645	421.879536	0.216172	0.213605	421.879536	0.216172
29.540000	0.555225	421.743408	0.216047	0.193844	421.743408	0.216047
29.550000	0.518995	421.582366	0.215938	0.198799	421.582366	0.215938
29.560000	0.469916	421.372459	0.215856	0.211082	421.372459	0.215856
29.570000	0.415752	421.102923	0.215806	0.207509	421.102923	0.215806
29.580000	0.368227	420.783946	0.215787	0.166957	420.783946	0.215787
29.590000	0.340063	420.447184	0.215787	0.079459	420.447184	0.215787
29.600000	0.340425	420.135752	0.215783	-0.047488	420.135752	0.215783
29.610000	0.370263	419.885933	0.215752	-0.189223	419.885933	0.215752
29.620000	0.419692	419.708398	0.215676	-0.311858	419.708398	0.215676
29.630000	0.469508	419.578150	0.215547	-0.384963	419.578150	0.215547
29.640000	0.497468	419.438666	0.215376	-0.393568	419.438666	0.215376
29.650000	0.487387	419.219537	0.215180	-0.344279	419.219537	0.215180
29.660000	0.436803	418.861923	0.214983	-0.262921	418.861923	0.214983
29.670000	0.358735	418.343697	0.214802	-0.184610	418.343697	0.214802
29.680000	0.275835	417.695377	0.214644	-0.140191	417.695377	0.214644
29.690000	0.209617	416.998911	0.214505	-0.144420	416.998911	0.214505
29.700000	0.170552	416.365683	0.214379	-0.190768	416.365683	0.214379
29.710000	0.154504	415.898569	0.214264	-0.255345	415.898569	0.214264
29.720000	0.147127	415.652418	0.214158	-0.308643	415.652418	0.214158
29.730000	0.133177	415.611202	0.214063	-0.329802	415.611202	0.214063
29.740000	0.105038	415.693691	0.213978	-0.316066	415.693691	0.213978
29.750000	0.065803	415.785175	0.213899	-0.282060	415.785175	0.213899
29.760000	0.025994	415.779300	0.213821	-0.249298	415.779300	0.213821
29.770000	-0.003136	415.610470	0.213739	-0.232638	415.610470	0.213739
29.780000	-0.015299	415.265117	0.213650	-0.232325	415.265117	0.213650
29.790000	-0.010945	414.773154	0.213555	-0.236226	414.773154	0.213555
29.800000	0.004768	414.189807	0.213458	-0.229723	414.189807	0.213458
29.810000	0.025431	413.578129	0.213360	-0.206019	413.578129	0.213360
29.820000	0.045636	412.996158	0.213266	-0.170386	412.996158	0.213266
29.830000	0.060974	412.486913	0.213175	-0.136794	412.486913	0.213175
29.840000	0.066671	412.069305	0.213085	-0.120209	412.069305	0.213085
29.850000	0.056778	411.732433	0.212987	-0.129452	411.732433	0.212987
29.860000	0.025206	411.438641	0.212874	-0.163932	411.438641	0.212874
29.870000	-0.031657	411.137422	0.212739	-0.214762	411.137422	0.212739
29.880000	-0.112401	410.784560	0.212582	-0.268701	410.784560	0.212582
29.890000	-0.209854	410.355995	0.212410	-0.312772	410.355995	0.212410
29.900000	-0.312718	409.849094	0.212230	-0.337775	409.849094	0.212230
29.910000	-0.408792	409.273504	0.212047	-0.339849	409.273504	0.212047
29.920000	-0.488327	408.641332	0.211860	-0.320269	408.641332	0.211860
29.930000	-0.546309	407.965275	0.211668	-0.284332	407.965275	0.211668
29.940000	-0.583085	407.264351	0.211471	-0.240172	407.264351	0.211471
29.950000	-0.603371	406.568341	0.211276	-0.197713	406.568341	0.211276
29.960000	-0.613957	405.912127	0.211095	-0.167343	405.912127	0.211095
29.970000	-0.620715	405.320284	0.210936	-0.157699	405.320284	0.210936
29.980000	-0.625903	404.792408	0.210802	-0.172670	404.792408	0.210802
29.990000	-0.627048	404.301377	0.210685	-0.208811	404.301377	0.210685
30.000000	-0.618376	403.807982	0.210571	-0.254952	403.807982	0.210571
30.010000	-0.594498	403.283362	0.210449	-0.294961	403.283362	0.210449
30.020000	-0.554556	402.725153	0.210315	-0.312832	402.725153	0.210315
30.030000	-0.504449	402.158050	0.210172	-0.297967	402.158050	0.210172
30.040000	-0.455752	401.619930	0.210031	-0.248773	401.619930	0.210031
30.050000	-0.421984	401.142781	0.209904	-0.173703	401.142781	0.209904
30.060000	-0.414374	400.738525	0.209799	-0.089633	400.738525	0.209799
30.070000	-0.439181	400.395008	0.209712	-0.017661	400.395008	0.209712
30.080000	-0.497131	400.081590	0.209634	0.023068	400.081590	0.209634
30.090000	-0.584051	399.760671	0.209544	0.021758	399.760671	0.209544
30.100000	-0.691514	399.401033	0.209425	-0.019933	399.401033	0.209425
30.110000	-0.807201	398.989220	0.209266	-0.088129	398.989220	0.209266
30.120000	-0.915649	398.535288	0.209074	-0.161510	398.535288	0.209074
30.130000	-1.000152	398.070204	0.208871	-0.218776	398.070204	0.208871
30.140000	-1.045893	397.634851	0.208695	-0.245685	397.634851	0.208695
30.150000	-1.043516	397.264405	0.208578	-0.238834	397.264405	0.208578
30.160000	-0.992033	396.974354	0.208539	-0.204906	396.974354	0.208539
30.170000	-0.900033	396.754002	0.208575	-0.156371	396.754002	0.208575
30.180000	-0.784556	396.569989	0.208661	-0.106178	396.569989	0.208661
30.190000	-0.667513	396.378112	0.208768	-0.064066	396.378112	0.208768
30.200000	-0.570254	396.138617	0.208868	-0.035704	396.138617	0.208868
30.210000	-0.507706	395.829088	0.208945	-0.023969	395.829088	0.208945
30.220000	-0.484137	395.450059	0.209002	-0.030704	395.450059	0.209002
30.230000	-0.492392	395.021322	0.209048	-0.057580	395.021322	0.209048
30.240000	-0.517243	394.571103	0.209094	-0.105610	394.571103	0.209094
30.250000	-0.541584	394.124036	0.209150	-0.173501	394.124036	0.209150
30.260000	-0.552814	393.694377	0.209218	-0.255415	393.694377	0.209218
30.270000	-0.546528	393.286971	0.209295	-0.339323	393.286971	0.209295
30.280000	-0.526033	392.902798	0.209377	-0.407876	392.902798	0.209377
30.290000	-0.498363	392.543309	0.209460	-0.443283	392.543309	0.209460
30.300000	-0.469232	392.210537	0.209541	-0.435426	392.210537	0.209541
30.310000	-0.439730	391.905107	0.209612	-0.389216	391.905107	0.209612
30.320000	-0.406415	391.626229	0.209670	-0.325920	391.626229	0.209670
30.330000	-0.364395	391.374621	0.209714	-0.275729	391.374621	0.209714
30.340000	-0.311357	391.154979	0.209751	-0.264309	391.154979	0.209751
30.350000	-0.249970	390.974178	0.209797	-0.300544	390.974178	0.209797
30.360000	-0.187092	390.835445	0.209866	-0.372553	390.835445	0.209866
30.370000	-0.130157	390.732775	0.209969	-0.454061	390.732775	0.209969
30.380000	-0.083024	390.649735	0.210108	-0.517021	390.649735	0.210108
30.390000	-0.044141	390.563187	0.210270	-0.543353	390.563187	0.210270
30.400000	-0.008459	390.449753	0.210438	-0.530498	390.449753	0.210438
30.410000	0.028068	390.293000	0.210590	-0.489812	390.293000	0.210590
30.420000	0.064390	390.090485	0.210710	-0.440397	390.090485	0.210710
30.430000	0.093338	389.859113	0.210794	-0.401912	389.859113	0.210794
30.440000	0.104131	389.635023	0.210845	-0.389028	389.635023	0.210845
30.450000	0.086889	389.464377	0.210874	-0.408522	389.464377	0.210874
30.460000	0.036991	389.386267	0.210892	-0.458569	389.386267	0.210892
30.470000	-0.042157	389.415609	0.210909	-0.529265	389.415609	0.210909
30.480000	-0.138596	389.536342	0.210927	-0.603947	389.536342	0.210927
30.490000	-0.233766	389.709831	0.210948	-0.662046	389.709831	0.210948
30.500000	-0.306682	389.893785	0.210974	-0.684396	389.893785	0.210974
30.510000	-0.339273	390.060617	0.211011	-0.660253	390.060617	0.211011
30.520000	-0.321122	390.205551	0.211065	-0.592910	390.205551	0.211065
30.530000	-0.252086	390.341827	0.211138	-0.500008	390.341827	0.211138
30.540000	-0.142322	390.487583	0.211230	-0.406984	390.487583	0.211230
30.550000	-0.010237	390.652438	0.211332	-0.336410	390.652438	0.211332
30.560000	0.120881	390.830978	0.211435	-0.299073	390.830978	0.211435
30.570000	0.227047	391.006163	0.211529	-0.291874	391.006163	0.211529
30.580000	0.288316	391.159844	0.211607	-0.303056	391.159844	0.211607
30.590000	0.293484	391.283288	0.211664	-0.320311	391.283288	0.211664
30.600000	0.243614	391.381355	0.211699	-0.335940	391.381355	0.211699
30.610000	0.152883	391.469663	0.211710	-0.346500	391.469663	0.211710
30.620000	0.045748	391.569646	0.211702	-0.349325	391.569646	0.211702
30.630000	-0.049293	391.705955	0.211685	-0.340558	391.705955	0.211685
30.640000	-0.107484	391.904776	0.211680	-0.317207	391.904776	0.211680
30.650000	-0.114411	392.187443	0.211710	-0.281484	392.187443	0.211710
30.660000	-0.069175	392.557461	0.211797	-0.243081	392.557461	0.211797
30.670000	0.016650	392.988270	0.211943	-0.216337	392.988270	0.211943
30.680000	0.123418	393.423829	0.212130	-0.213228	393.423829	0.212130
30.690000	0.229290	393.797516	0.212320	-0.236672	393.797516	0.212320
30.700000	0.315686	394.061181	0.212476	-0.278785	394.061181	0.212476
30.710000	0.371064	394.207044	0.212573	-0.325365	394.207044	0.212573
30.720000	0.392642	394.268627	0.212612	-0.363585	394.268627	0.212612
30.730000	0.386094	394.300131	0.212610	-0.388015	394.300131	0.212610
30.740000	0.363248	394.346691	0.212599	-0.401724	394.346691	0.212599
30.750000	0.338013	394.422127	0.212603	-0.412664	394.422127	0.212603
30.760000	0.321555	394.505030	0.212638	-0.428017	394.505030	0.212638
30.770000	0.318737	394.553318	0.212700	-0.449516	394.553318	0.212700
30.780000	0.327777	394.528303	0.212781	-0.471701	394.528303	0.212781
30.790000	0.343528	394.415887	0.212865	-0.483708	394.415887	0.212865
30.800000	0.362556	394.235343	0.212943	-0.474007	394.235343	0.212943
30.810000	0.386872	394.033048	0.213013	-0.436274	394.033048	0.213013
30.820000	0.423803	393.865595	0.213079	-0.373774	393.865595	0.213079
30.830000	0.481659	393.780260	0.213152	-0.299930	393.780260	0.213152
30.840000	0.563283	393.799727	0.213240	-0.234514	393.799727	0.213240
30.850000	0.661158	393.914470	0.213353	-0.197000	393.914470	0.213353
30.860000	0.757468	394.083479	0.213493	-0.199864	394.083479	0.213493
30.870000	0.830304	394.243250	0.213650	-0.244232	394.243250	0.213650
30.880000	0.863556	394.324356	0.213804	-0.319066	394.324356	0.213804
30.890000	0.855141	394.272600	0.213929	-0.403912	394.272600	0.213929
30.900000	0.818329	394.068401	0.214000	-0.474692	394.068401	0.214000
30.910000	0.774831	393.736590	0.214007	-0.511440	393.736590	0.214007
30.920000	0.743601	393.341658	0.213959	-0.505922	393.341658	0.213959
30.930000	0.732230	392.969301	0.213884	-0.466059	392.969301	0.213884
30.940000	0.735895	392.700498	0.213817	-0.414400	392.700498	0.213817
30.950000	0.743547	392.587042	0.213784	-0.380213	392.587042	0.213784
30.960000	0.746315	392.637415	0.213797	-0.388080	392.637415	0.213797
30.970000	0.742364	392.819013	0.213848	-0.447875	392.819013	0.213848
30.980000	0.735838	393.076325	0.213916	-0.550371	393.076325	0.213916
30.990000	0.731979	393.356138	0.213981	-0.670079	393.356138	0.213981
31.000000	0.732675	393.625672	0.214030	-0.774126	393.625672	0.214030
31.010000	0.735510	393.873636	0.214063	-0.833864	393.873636	0.214063
31.020000	0.736291	394.096480	0.214085	-0.834974	394.096480	0.214085
31.030000	0.732652	394.283313	0.214103	-0.782198	394.283313	0.214103
31.040000	0.725919	394.413135	0.214121	-0.696845	394.413135	0.214121
31.050000	0.719942	394.466873	0.214138	-0.608317	394.466873	0.214138
31.060000	0.717816	394.444074	0.214154	-0.543423	394.444074	0.214154
31.070000	0.718969	394.370819	0.214171	-0.517941	394.370819	0.214171
31.080000	0.718909	394.293019	0.214189	-0.533378	394.293019	0.214189
31.090000	0.711957	394.260172	0.214206	-0.579332	394.260172	0.214206
31.100000	0.695034	394.309624	0.214220	-0.639471	394.309624	0.214220
31.110000	0.669745	394.458071	0.214229	-0.697964	394.458071	0.214229
31.120000	0.641379	394.700087	0.214229	-0.743697	394.700087	0.214229
31.130000	0.615724	395.009734	0.214220	-0.771267	395.009734	0.214220
31.140000	0.595965	395.343423	0.214197	-0.779636	395.343423	0.214197
31.150000	0.581428	395.646460	0.214151	-0.770157	395.646460	0.214151
31.160000	0.568355	395.866441	0.214076	-0.745250	395.866441	0.214076
31.170000	0.551678	395.971497	0.213974	-0.708027	395.971497	0.213974
31.180000	0.526567	395.964553	0.213852	-0.662665	395.964553	0.213852
31.190000	0.489262	395.883634	0.213729	-0.615366	395.883634	0.213729
31.200000	0.437405	395.785957	0.213616	-0.575466	395.785957	0.213616
31.210000	0.370449	395.724977	0.213518	-0.555327	395.724977	0.213518
31.220000	0.290542	395.734894	0.213427	-0.567322	395.734894	0.213427
31.230000	0.203565	395.830805	0.213330	-0.617796	395.830805	0.213330
31.240000	0.119309	396.019823	0.213224	-0.700880	396.019823	0.213224
31.250000	0.049604	396.310007	0.213116	-0.796585	396.310007	0.213116
31.260000	0.004246	396.707085	0.213026	-0.875783	396.707085	0.213026
31.270000	-0.013629	397.200525	0.212975	-0.910507	397.200525	0.212975
31.280000	-0.009924	397.750655	0.212972	-0.884621	397.750655	0.212972
31.290000	0.002411	398.289275	0.213015	-0.799768	398.289275	0.213015
31.300000	0.009351	398.737551	0.213094	-0.674309	398.737551	0.213094
31.310000	0.002706	399.033627	0.213195	-0.536614	399.033627	0.213195
31.320000	-0.015909	399.155987	0.213307	-0.416170	399.155987	0.213307
31.330000	-0.036186	399.130522	0.213423	-0.335856	399.130522	0.213423
31.340000	-0.044319	399.017765	0.213537	-0.307192	399.017765	0.213537
31.350000	-0.029066	398.886816	0.213643	-0.328835	398.886816	0.213643
31.360000	0.014277	398.788977	0.213729	-0.388011	398.788977	0.213729
31.370000	0.082795	398.743819	0.213784	-0.464330	398.743819	0.213784
31.380000	0.166697	398.743250	0.213798	-0.535179	398.743250	0.213798
31.390000	0.250759	398.768892	0.213770	-0.581385	398.768892	0.213770
31.400000	0.316608	398.810671	0.213712	-0.591598	398.810671	0.213712
31.410000	0.346820	398.874760	0.213648	-0.564159	398.874760	0.213648
31.420000	0.330917	398.976748	0.213605	-0.506118	398.976748	0.213605
31.430000	0.271185	399.125971	0.213608	-0.430140	399.125971	0.213608
31.440000	0.184802	399.312659	0.213664	-0.350725	399.312659	0.213664
31.450000	0.099620	399.507330	0.213763	-0.281008	399.507330	0.213763
31.460000	0.044147	399.673567	0.213884	-0.230616	399.673567	0.213884
31.470000	0.035842	399.786546	0.214001	-0.204437	399.786546	0.214001
31.480000	0.073451	399.846137	0.214092	-0.202226	399.846137	0.214092
31.490000	0.137409	399.876811	0.214147	-0.219433	399.876811	0.214147
31.500000	0.198244	399.914388	0.214166	-0.249444	399.914388	0.214166
31.510000	0.228904	399.986895	0.214151	-0.286440	399.986895	0.214151
31.520000	0.215263	400.099742	0.214109	-0.327244	400.099742	0.214109
31.530000	0.160504	400.232766	0.214049	-0.371094	400.232766	0.214049
31.540000	0.082322	400.350430	0.213983	-0.417830	400.350430	0.213983
31.550000	0.005011	400.419730	0.213929	-0.466111	400.419730	0.213929
31.560000	-0.049876	400.426507	0.213905	-0.512776	400.426507	0.213905
31.570000	-0.070660	400.381997	0.213924	-0.553259	400.381997	0.213924
31.580000	-0.058008	400.316991	0.213990	-0.582280	400.316991	0.213990
31.590000	-0.022237	400.267979	0.214096	-0.594520	400.267979	0.214096
31.600000	0.022944	400.263787	0.214225	-0.585599	400.263787	0.214225
31.610000	0.067033	400.319594	0.214361	-0.553581	400.319594	0.214361
31.620000	0.106326	400.439052	0.214491	-0.500608	400.439052	0.214491
31.630000	0.142867	400.618816	0.214609	-0.433828	400.618816	0.214609
31.640000	0.179815	400.848529	0.214716	-0.364973	400.848529	0.214716
31.650000	0.216404	401.104789	0.214812	-0.308315	401.104789	0.214812
31.660000	0.245960	401.345790	0.214894	-0.277118	401.345790	0.214894
31.670000	0.258559	401.516406	0.214958	-0.279214	401.516406	0.214958
31.680000	0.246885	401.567218	0.214999	-0.313269	401.567218	0.214999
31.690000	0.211573	401.479240	0.215019	-0.367892	401.479240	0.215019
31.700000	0.162404	401.278663	0.215026	-0.424946	401.278663	0.215026
31.710000	0.114274	401.030054	0.215035	-0.466216	401.030054	0.215035
31.720000	0.080295	400.809735	0.215054	-0.480390	400.809735	0.215054
31.730000	0.066244	400.673710	0.215086	-0.466971	400.673710	0.215086
31.740000	0.069463	400.637191	0.215127	-0.435719	400.637191	0.215127
31.750000	0.082295	400.674614	0.215169	-0.402729	400.674614	0.215169
31.760000	0.097300	400.736616	0.215207	-0.385399	400.736616	0.215207
31.770000	0.110912	400.772354	0.215243	-0.397729	400.772354	0.215243
31.780000	0.123824	400.745748	0.215282	-0.446164	400.745748	0.215282
31.790000	0.138743	400.640936	0.215334	-0.526168	400.640936	0.215334
31.800000	0.157458	400.460013	0.215402	-0.620911	400.460013	0.215402
31.810000	0.178915	400.219604	0.215486	-0.704105	400.219604	0.215486
31.820000	0.198995	399.950141	0.215579	-0.747694	399.950141	0.215579
31.830000	0.211818	399.695585	0.215675	-0.732169	399.695585	0.215675
31.840000	0.212006	399.507707	0.215770	-0.655067	399.507707	0.215770
31.850000	0.197247	399.431697	0.215858	-0.533356	399.431697	0.215858
31.860000	0.170317	399.486976	0.215937	-0.398184	399.486976	0.215937
31.870000	0.139678	399.652884	0.216002	-0.284107	399.652884	0.216002
31.880000	0.118030	399.868349	0.216048	-0.217441	399.868349	0.216048
31.890000	0.118906	400.048169	0.216077	-0.208556	400.048169	0.216077
31.900000	0.152233	400.110387	0.216100	-0.250751	400.110387	0.216100
31.910000	0.220366	400.003925	0.216136	-0.325057	400.003925	0.216136
31.920000	0.316108	399.725306	0.216205	-0.407887	399.725306	0.216205
